scenario,attack,dimension,scope,samples,members,nonmembers,suppressed,threshold,threshold_source,auc_roc,auc_ci_low,auc_ci_high,auc_pr,tpr_at_0_1_fpr,tpr_at_1_fpr,tpr_at_5_fpr,fpr_at_90_tpr,fpr_at_95_tpr,fpr_at_99_tpr,accuracy,balanced_accuracy,majority_class_accuracy,precision,recall,f1,mcc,attack_advantage,brier,ece,mean_loss,perplexity,pld_auc_roc,macro_auc_roc,worst_group_auc_roc,max_pairwise_gap,disparity_ratio
finetuning,loss,all,all,300,150,150,False,-3.49056599,calibration,0.526622,0.461604,0.585384,0.529673,0.013333,0.02,0.04,0.906667,0.953333,1.0,0.533333,0.533333,0.5,0.544643,0.406667,0.465649,0.068915,0.053244,0.320535,0.237503,3.503123,38.93378,,,,,
finetuning,loss,gender,G0,150,75,75,False,-3.59863985,calibration,0.589333,0.509743,0.66306,0.566543,0.013333,0.013333,0.013333,0.866667,0.946667,1.0,0.586667,0.586667,0.5,0.6,0.52,0.557143,0.174895,0.178667,0.289485,0.178345,3.578215,40.297203,,,,,
finetuning,loss,gender,G1,150,75,75,False,-3.4919811,calibration,0.477867,0.394703,0.560211,0.51737,0.026667,0.026667,0.04,0.96,0.96,1.0,0.493333,0.493333,0.5,0.491803,0.4,0.441176,-0.013572,-0.044267,0.345593,0.271678,3.428031,37.570356,,,,,
finetuning,loss,language,ar,100,50,50,False,-3.65399062,calibration,0.5768,0.478917,0.679691,0.565941,0.04,0.04,0.06,0.8,1.0,1.0,0.58,0.58,0.5,0.571429,0.64,0.603774,0.161165,0.1536,0.296229,0.221616,3.299659,36.504858,,,,,
finetuning,loss,language,en,100,50,50,False,-3.60645365,calibration,0.4324,0.334805,0.545026,0.465134,0.0,0.0,0.02,0.92,0.96,0.96,0.47,0.47,0.5,0.451613,0.28,0.345679,-0.064866,-0.1352,0.369158,0.312525,3.705865,43.581482,,,,,
finetuning,loss,language,es,100,50,50,False,-3.49320936,calibration,0.5372,0.429087,0.630276,0.546188,0.0,0.0,0.06,0.94,0.98,1.0,0.56,0.56,0.5,0.568182,0.5,0.531915,0.120873,0.0744,0.316229,0.241818,3.503845,36.714999,,,,,
finetuning,loss,variety,unknown,300,150,150,False,-3.49056599,calibration,0.526622,0.461604,0.585384,0.529673,0.013333,0.02,0.04,0.906667,0.953333,1.0,0.533333,0.533333,0.5,0.544643,0.406667,0.465649,0.068915,0.053244,0.320535,0.237503,3.503123,38.93378,,,,,
finetuning,loss,gender_language,G0|ar,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,loss,gender_language,G0|en,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,loss,gender_language,G0|es,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,loss,gender_language,G1|ar,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,loss,gender_language,G1|en,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,loss,gender_language,G1|es,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,loss,language_summary,summary:language,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.515467,0.4324,0.1444,0.749653
finetuning,loss,variety_summary,summary:variety,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.526622,0.526622,0.0,1.0
finetuning,loss,gender_gap,gap:G0-G1,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.111467,0.5336,0.477867,0.111467,0.81086
finetuning,min_k,all,all,300,150,150,False,-7.80759804,calibration,0.494156,0.423583,0.556238,0.506217,0.013333,0.013333,0.033333,0.906667,0.946667,0.973333,0.51,0.51,0.5,0.517647,0.293333,0.374468,0.022192,-0.011689,0.336856,0.254136,3.503123,38.93378,,,,,
finetuning,min_k,gender,G0,150,75,75,False,-8.20710784,calibration,0.5448,0.47269,0.61875,0.53198,0.0,0.0,0.013333,0.92,0.96,0.96,0.553333,0.553333,0.5,0.568966,0.44,0.496241,0.109517,0.0896,0.311946,0.214944,3.578215,40.297203,,,,,
finetuning,min_k,gender,G1,150,75,75,False,-7.875,calibration,0.452089,0.381086,0.532042,0.496645,0.026667,0.026667,0.026667,0.906667,0.946667,0.986667,0.48,0.48,0.5,0.469388,0.306667,0.370968,-0.042644,-0.095822,0.358568,0.298345,3.428031,37.570356,,,,,
finetuning,min_k,language,ar,100,50,50,False,-7.8057598,calibration,0.5468,0.457917,0.62632,0.542424,0.04,0.04,0.04,0.88,0.98,0.98,0.54,0.54,0.5,0.535714,0.6,0.566038,0.080582,0.0936,0.31138,0.212525,3.299659,36.504858,,,,,
finetuning,min_k,language,en,100,50,50,False,-7.54044118,calibration,0.439,0.337335,0.548687,0.453028,0.0,0.0,0.0,0.88,0.92,0.98,0.47,0.47,0.5,0.0,0.0,0.0,-0.175863,-0.122,0.365926,0.302424,3.705865,43.581482,,,,,
finetuning,min_k,language,es,100,50,50,False,-8.46507353,calibration,0.5024,0.392628,0.595411,0.512784,0.0,0.0,0.04,0.9,0.98,0.98,0.49,0.49,0.5,0.490196,0.5,0.49505,-0.020004,0.0048,0.333805,0.262424,3.503845,36.714999,,,,,
finetuning,min_k,variety,unknown,300,150,150,False,-7.80759804,calibration,0.494156,0.423583,0.556238,0.506217,0.013333,0.013333,0.033333,0.906667,0.946667,0.973333,0.51,0.51,0.5,0.517647,0.293333,0.374468,0.022192,-0.011689,0.336856,0.254136,3.503123,38.93378,,,,,
finetuning,min_k,gender_language,G0|ar,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,gender_language,G0|en,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,gender_language,G0|es,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,gender_language,G1|ar,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,gender_language,G1|en,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,gender_language,G1|es,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,language_summary,summary:language,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.496067,0.439,0.1078,0.802853
finetuning,min_k,variety_summary,summary:variety,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.494156,0.494156,0.0,1.0
finetuning,min_k,gender_gap,gap:G0-G1,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.092711,0.498444,0.452089,0.092711,0.829825
finetuning,reference,all,all,300,150,150,False,0.12514834,calibration,0.513867,0.446331,0.568765,0.510498,0.0,0.006667,0.04,0.886667,0.933333,0.993333,0.496667,0.496667,0.5,0.461538,0.04,0.07362,-0.016371,0.027733,0.326934,0.247469,3.503123,38.93378,,,,,
finetuning,reference,gender,G0,150,75,75,False,0.0897778,calibration,0.458133,0.382827,0.55155,0.483376,0.0,0.0,0.013333,0.92,0.986667,1.0,0.486667,0.486667,0.5,0.472222,0.226667,0.306306,-0.03122,-0.083733,0.355526,0.294944,3.578215,40.297203,,,,,
finetuning,reference,gender,G1,150,75,75,False,0.13079399,calibration,0.571556,0.475781,0.635938,0.549619,0.0,0.0,0.026667,0.853333,0.853333,0.973333,0.493333,0.493333,0.5,0.333333,0.013333,0.025641,-0.047619,0.143111,0.298434,0.205011,3.428031,37.570356,,,,,
