scenario,attack,dimension,scope,samples,members,nonmembers,suppressed,threshold,threshold_source,auc_roc,auc_ci_low,auc_ci_high,auc_pr,tpr_at_0_1_fpr,tpr_at_1_fpr,tpr_at_5_fpr,fpr_at_90_tpr,fpr_at_95_tpr,fpr_at_99_tpr,accuracy,balanced_accuracy,majority_class_accuracy,precision,recall,f1,mcc,attack_advantage,brier,ece,mean_loss,perplexity,pld_auc_roc,macro_auc_roc,worst_group_auc_roc,max_pairwise_gap,disparity_ratio
finetuning,loss,language_summary,summary:language,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.498997,0.48153,0.04398,0.91631
finetuning,loss,variety_summary,summary:variety,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.494856,0.445298,0.095388,0.82358
finetuning,loss,gender_language_summary,summary:gender_language,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.498811,0.451794,0.0794,0.850526
finetuning,loss,gender_gap,gap:G0-G1,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.020184,0.496584,0.486492,0.020184,0.960163
finetuning,reference,all,all,41224,20612,20612,False,-0.02308913,calibration,0.505302,0.497676,0.512413,0.508876,0.001601,0.012905,0.058704,0.899816,0.948719,0.990588,0.500534,0.500534,0.5,0.500283,0.943674,0.653903,0.002305,0.010603,0.330687,0.247095,3.468215,38.06051,,,,,
finetuning,reference,gender,G0,20652,10337,10315,False,0.056249,calibration,0.506169,0.494182,0.516629,0.512203,0.001935,0.013253,0.059979,0.903732,0.951721,0.990984,0.503486,0.503514,0.500533,0.504236,0.477895,0.490712,0.007037,0.012337,0.330257,0.247349,3.463555,37.910274,,,,,
finetuning,reference,gender,G1,20572,10275,10297,False,-0.00920547,calibration,0.50475,0.492955,0.514982,0.505732,0.001363,0.012652,0.055474,0.895989,0.945227,0.990288,0.501653,0.502079,0.500535,0.500622,0.900925,0.643607,0.006896,0.0095,0.330966,0.244033,3.472893,38.211331,,,,,
finetuning,reference,language,ar,10315,5163,5152,False,-0.02838201,calibration,0.498827,0.483952,0.512857,0.50115,0.001937,0.009684,0.051714,0.903727,0.954775,0.990295,0.499467,0.499069,0.500533,0.5,0.872167,0.635613,-0.002797,-0.002345,0.333936,0.251527,3.216182,35.062771,,,,,
finetuning,reference,language,en,10330,5179,5151,False,0.06436246,calibration,0.501889,0.489335,0.514334,0.510296,0.003089,0.01313,0.058699,0.904679,0.95399,0.989905,0.50242,0.502838,0.501355,0.505461,0.348523,0.412571,0.005968,0.003778,0.332405,0.250121,3.688851,44.87769,,,,,
finetuning,reference,language,es,10290,5147,5143,False,0.12646573,calibration,0.522568,0.508136,0.532962,0.527312,0.00544,0.019429,0.062755,0.893642,0.940502,0.986778,0.506608,0.506788,0.500194,0.588384,0.045269,0.08407,0.035286,0.045136,0.322064,0.234767,3.470939,35.796484,,,,,
finetuning,reference,language,pt,10289,5123,5166,False,0.05385135,calibration,0.501646,0.480296,0.516318,0.50849,0.001757,0.015811,0.061487,0.908633,0.952381,0.988966,0.498008,0.498177,0.50209,0.496224,0.538747,0.516612,-0.003658,0.003292,0.332526,0.249976,3.496644,36.485727,,,,,
finetuning,reference,variety,argentina,1197,608,589,False,0.0860077,calibration,0.51194,0.476449,0.54196,0.53245,0.001645,0.021382,0.069079,0.903226,0.942275,0.98472,0.500418,0.504059,0.507937,0.515432,0.274671,0.358369,0.009134,0.023881,0.327499,0.252297,3.577686,39.269051,,,,,
finetuning,reference,variety,australia,1759,887,872,False,0.06586203,calibration,0.486061,0.455396,0.51919,0.499292,0.001127,0.009019,0.052988,0.897936,0.963303,0.991972,0.485503,0.487235,0.504264,0.482759,0.284104,0.3577,-0.027941,-0.027877,0.340401,0.261228,3.657747,44.056332,,,,,
finetuning,reference,variety,brazil,5552,2773,2779,False,0.11057206,calibration,0.487017,0.46154,0.508362,0.497091,0.000721,0.009737,0.055175,0.925153,0.961497,0.991364,0.504683,0.504217,0.50054,0.530184,0.072845,0.128091,0.01668,-0.025967,0.339856,0.260312,3.452222,35.388982,,,,,
finetuning,reference,variety,canada,1760,854,906,False,0.09945479,calibration,0.491686,0.458475,0.524092,0.478825,0.001171,0.010539,0.055035,0.890728,0.945916,0.984547,0.513636,0.501148,0.514773,0.492647,0.078454,0.135354,0.004296,-0.016629,0.337584,0.257182,3.672463,43.117171,,,,,
finetuning,reference,variety,chile,1481,730,751,False,0.06666514,calibration,0.507528,0.479033,0.534762,0.508336,0.00137,0.020548,0.058904,0.884154,0.945406,0.984021,0.509791,0.508658,0.50709,0.503215,0.428767,0.463018,0.01754,0.015056,0.32968,0.246455,3.591218,40.000915,,,,,
finetuning,reference,variety,colombia,1414,717,697,False,0.00249613,calibration,0.520701,0.48168,0.553464,0.536148,0.006974,0.020921,0.064156,0.893831,0.936872,0.979914,0.508487,0.502675,0.507072,0.50854,0.913529,0.653367,0.009389,0.041403,0.323095,0.240983,3.434285,34.392415,,,,,
finetuning,reference,variety,egypt,2584,1291,1293,False,0.25131458,calibration,0.473684,0.440732,0.506363,0.474098,0.003098,0.006197,0.034082,0.904872,0.958237,0.989172,0.495743,0.495366,0.500387,0.3125,0.007746,0.015117,-0.041905,-0.052632,0.346561,0.271382,3.112141,33.845949,,,,,
finetuning,reference,variety,great britain,1730,871,859,False,-0.00313912,calibration,0.519027,0.488375,0.550598,0.530286,0.002296,0.019518,0.076923,0.901048,0.947614,0.982538,0.503468,0.500441,0.503468,0.503704,0.936854,0.655159,0.001808,0.038053,0.323911,0.238006,3.676051,44.976124,,,,,
finetuning,reference,variety,gulf,2436,1196,1240,False,-0.02307841,calibration,0.510212,0.470496,0.539406,0.506254,0.002508,0.014214,0.056856,0.897581,0.960484,0.996774,0.494663,0.500974,0.509031,0.491542,0.850334,0.622971,0.002721,0.020424,0.328295,0.244356,3.179317,34.58432,,,,,
